2022-01-27 07:38:35,454 INFO    SenderThread:36345 [sender.py:_save_file():781] saving file wandb-summary.json with policy end
2022-01-27 07:38:38,713 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: status
2022-01-27 07:38:38,713 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:38:38,713 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: status
2022-01-27 07:38:39,554 DEBUG   SenderThread:36345 [sender.py:send():160] send: history
2022-01-27 07:38:39,555 DEBUG   SenderThread:36345 [sender.py:send():160] send: summary
2022-01-27 07:38:39,557 INFO    SenderThread:36345 [sender.py:_save_file():781] saving file wandb-summary.json with policy end
2022-01-27 07:38:43,513 DEBUG   SenderThread:36345 [sender.py:send():160] send: history
2022-01-27 07:38:43,514 DEBUG   SenderThread:36345 [sender.py:send():160] send: summary
2022-01-27 07:38:43,520 INFO    SenderThread:36345 [sender.py:_save_file():781] saving file wandb-summary.json with policy end
2022-01-27 07:38:48,048 DEBUG   SenderThread:36345 [sender.py:send():160] send: history
2022-01-27 07:38:48,049 DEBUG   SenderThread:36345 [sender.py:send():160] send: summary
2022-01-27 07:38:48,050 INFO    SenderThread:36345 [sender.py:_save_file():781] saving file wandb-summary.json with policy end
2022-01-27 07:38:48,056 DEBUG   SenderThread:36345 [sender.py:send():160] send: stats
2022-01-27 07:38:51,922 DEBUG   SenderThread:36345 [sender.py:send():160] send: history
2022-01-27 07:38:51,923 DEBUG   SenderThread:36345 [sender.py:send():160] send: summary
2022-01-27 07:38:51,925 INFO    SenderThread:36345 [sender.py:_save_file():781] saving file wandb-summary.json with policy end
2022-01-27 07:38:54,137 DEBUG   HandlerThread:36345 [handler.py:handle_request():120] handle_request: status
2022-01-27 07:38:54,137 DEBUG   SenderThread:36345 [sender.py:send():160] send: request
2022-01-27 07:38:54,137 DEBUG   SenderThread:36345 [sender.py:send_request():169] send_request: status
2022-01-27 07:38:55,805 DEBUG   SenderThread:36345 [sender.py:send():160] send: history
2022-01-27 07:38:55,806 DEBUG   SenderThread:36345 [sender.py:send():160] send: summary
