epoch,mean_fw_nfe,std_fw_nfe,mean_loss,std_loss,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc
1,241.7,1.3076696830622019,1.947804707288742,0.0013902084893054312,0.09607142857142856,0.04831207015279907,0.08220588235294117,0.06021497675500287,0.08487309644670052,0.058252706587173936
2,750.3,4.013726448077896,2.1469953656196594,0.18256713810622804,0.1425,0.10057170758889866,0.12316176470588236,0.09008793402227283,0.12680203045685276,0.08825126753915792
3,1267.3,8.58545281275251,1.9643389999866485,0.03426846261632191,0.18535714285714283,0.07112345547263116,0.141875,0.10006228461481198,0.14096446700507612,0.09480259090738485
4,1781.3,19.670027961342605,2.004464530944824,0.06781093948794789,0.17464285714285716,0.05376038105732299,0.13088235294117648,0.07310909277488527,0.1315228426395939,0.06856774552403679
5,2295.6,30.910192493739018,1.929043972492218,0.012943169371960257,0.19571428571428573,0.05553083350164803,0.16224264705882355,0.0659281595452259,0.16700507614213198,0.06541924330362452
6,2806.9,43.568222364471104,1.9199006140232087,0.022885390142542057,0.2403571428571428,0.10752965893659483,0.19904411764705884,0.09679948083341862,0.20218274111675125,0.09485041541195947
7,3314.9,58.64290238383499,1.9169899880886079,0.04215386211996783,0.24035714285714285,0.1046928208364541,0.1954411764705882,0.08742105929921314,0.1963451776649746,0.08375382245085582
8,3821.7,71.40945315572722,1.8929042935371398,0.07588576031789136,0.22964285714285718,0.10322046447151012,0.19125000000000003,0.0883197818542483,0.18903553299492384,0.08966231696201149
9,4325.2,83.1514281296479,1.8587701559066772,0.10575762728580222,0.24678571428571425,0.14238269428779982,0.20235294117647057,0.1255320855330218,0.20086294416243655,0.13197863138969748
10,4825.1,94.13070699830104,1.8080455601215362,0.14587909656102366,0.3221428571428572,0.19040638601878535,0.25724264705882355,0.18452561146563018,0.2563959390862944,0.1872287321973328
11,5321.7,102.16706905847892,1.7501273810863496,0.1865313376269978,0.3657142857142857,0.21378035647908936,0.293125,0.20950080143602232,0.2950253807106599,0.21321716133101798
12,5815.9,110.52506503051696,1.68447043299675,0.22801822814438819,0.4253571428571429,0.2040467508455164,0.35216911764705877,0.20357431009258334,0.3559390862944163,0.2096950321141137
13,6309.8,119.39999999999999,1.6264409124851227,0.2461918364864888,0.48285714285714293,0.22828553549072203,0.3989705882352942,0.21689773135063425,0.399746192893401,0.22458997772556957
14,6798.3,128.2579822077363,1.551409485936165,0.2785247566683265,0.5242857142857144,0.23324901294714265,0.45319852941176475,0.22793492341992344,0.4521319796954315,0.23217971694154485
15,7283.5,136.27894188024797,1.476114311814308,0.3031367111834462,0.5767857142857145,0.22193346815141307,0.5154779411764705,0.24106474669663647,0.5200507614213198,0.24335660154911476
16,7768.1,144.71416654909774,1.4134760320186615,0.29985574158380074,0.6050000000000001,0.20439183058078242,0.5455514705882354,0.21478084345637172,0.5465989847715736,0.21654548654746877
17,8247.9,154.90316329888165,1.3317415595054627,0.32585087762438464,0.665,0.172864521684303,0.5802573529411765,0.16779490304373595,0.5854314720812183,0.17250468985017353
18,8724.7,168.04793958867808,1.2639028012752533,0.333899746560584,0.6925000000000001,0.1526880740568289,0.5989338235294117,0.13506984188344445,0.6091878172588834,0.13432184755735804
19,9197.6,178.83019879203846,1.200576451420784,0.3389505817000721,0.6857142857142857,0.15195998399148994,0.5999264705882352,0.14111746239229758,0.6059390862944163,0.14343718154959076
20,9666.0,188.77605780394927,1.1542982786893845,0.32360128543106587,0.7142857142857142,0.13687473790861124,0.6246691176470587,0.13192362458161488,0.6306091370558375,0.13460423425321388
21,10131.7,198.52181240357442,1.0901343107223511,0.3308905972493546,0.7439285714285714,0.11555710223759948,0.6578308823529413,0.1205059966615827,0.6667005076142132,0.12245906469389191
22,10592.9,211.9476114515094,1.0508387744426728,0.3139488056172864,0.7539285714285715,0.09852159713504861,0.6671691176470589,0.10361003164272714,0.674467005076142,0.10921058790710489
23,11049.3,222.71620955826273,1.0100379675626754,0.29957113053089846,0.7721428571428571,0.0924413769005271,0.6713235294117647,0.09448429273902864,0.6801522842639594,0.09796058716066673
24,11500.6,232.02939468955222,0.9614031076431274,0.2908676926122512,0.7832142857142859,0.08144971529998726,0.6813602941176471,0.08143901855690618,0.6882233502538072,0.08197169579551634
25,11947.7,244.62401762705147,0.9365337699651718,0.26285780283483684,0.810357142857143,0.04868028767543661,0.7056617647058824,0.061241260586877996,0.711725888324873,0.06027625427005535
26,12393.0,256.8077101646288,0.8871726900339126,0.2537337825950987,0.8,0.054725660883937016,0.704889705882353,0.05844329081923782,0.713756345177665,0.05566329519912982
27,12834.4,269.93599241301627,0.8776637107133866,0.22016357909609466,0.8132142857142858,0.03501275277870703,0.7122794117647059,0.049249942915323565,0.7213705583756345,0.050278387056507626
28,13270.1,281.560988064753,0.8448604822158814,0.198412636220467,0.824642857142857,0.036244281744623845,0.7240808823529411,0.0244996149164709,0.7343654822335026,0.02958702935254609
29,13704.3,294.3944802471677,0.7966478794813157,0.18456600060067443,0.8392857142857142,0.02834733547569204,0.7296691176470589,0.03659022937042926,0.7421827411167512,0.03968033649143864
30,14137.6,307.1120967985468,0.7841486006975174,0.1630796156886441,0.8157142857142858,0.04063275043807969,0.7243014705882354,0.033857459803454844,0.7312182741116751,0.03401072050438274
31,14563.7,315.93561052847457,0.7781613290309906,0.14773465150155016,0.8460714285714286,0.029318361593557916,0.7363235294117647,0.03320518547697865,0.7465989847715736,0.035678310545579975
32,14985.3,332.15013171757136,0.7422804504632949,0.12455813093520443,0.8385714285714286,0.022632827882506933,0.7313602941176471,0.032111629304532284,0.7357360406091371,0.03506890549546196
33,15402.1,348.9518448152983,0.7384375602006912,0.10706659934719556,0.8442857142857143,0.028356333201827445,0.7240441176470588,0.030326849107953986,0.732284263959391,0.03118272087167189
34,15815.6,363.33653821216495,0.7184042721986771,0.09908549223236765,0.8485714285714285,0.03392669167725119,0.7250367647058824,0.039665335370034374,0.7315228426395939,0.03997921978200811
35,16225.2,377.47391962889304,0.7104916661977768,0.09861588974260067,0.8457142857142858,0.030589447293376947,0.7455147058823529,0.02842641733356747,0.7547208121827411,0.031366122598027596
36,16630.3,391.74750796909996,0.6898601353168488,0.07822151647744,0.8382142857142856,0.03658056526493324,0.7364338235294119,0.039584833866416994,0.7467512690355329,0.03888798661675543
37,17033.9,407.2372649942537,0.6958856612443924,0.0895399650132447,0.8453571428571429,0.034052405590950734,0.7294485294117646,0.03544580989360858,0.7367512690355329,0.03712614149953105
38,17431.8,424.87075681905907,0.678510633111,0.08286745396698143,0.847857142857143,0.025061149704069766,0.7291911764705881,0.03223667276463649,0.7384263959390863,0.03419116162102311
39,17826.7,442.03541713306186,0.6612857818603516,0.05878580785667924,0.847857142857143,0.02635123820813817,0.7297058823529412,0.030240529416284412,0.7384263959390863,0.031653765737454424
40,18220.7,456.6842563522417,0.652517569065094,0.06055366635717706,0.8507142857142856,0.027283470363977554,0.733125,0.03962578727127716,0.7417766497461928,0.04011793662673577
